Uniq,Season,WTeamID,NumWin,NumLost,Win,Avg.Score,FG,Avg.FGM,X3PT,Avg.FGM3,FT,Avg.FTM,Avg.Rebound_Off,Avg.Rebound_Def,Avg.Rebound_Total,Avg.Stl,Avg.Blk,Avg.PF,Avg.TO,Avg.Ast,Seed,TeamName,FirstD1Season,LastD1Season,ConfAbbrev,Description,Regular.Season.Champ,Conf..Tourney.Champ,March.Madness.Champ,NumChamp
2493,2010,1263,18,11,62.07,62,39.58,20.55,33.64,6.38,68.79,14.52,11,24.76,35.76,6.9,3.21,15.9,14.59,12.41,0,Maine,1985,2018,aec,America East Conference,0,0,0,0
2494,2010,1264,11,20,35.48,65.52,40.46,23.45,30.72,4.29,68.41,14.32,11.74,23.39,35.13,7.74,3.68,19.45,11.65,9.9,0,Manhattan,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
2495,2010,1265,1,29,3.33,56.13,38.81,20,35.11,6.8,63.78,9.33,8.93,21.2,30.13,5.2,1.27,18.43,14.13,9.87,0,Marist,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
2496,2010,1266,22,11,66.67,72.94,45.35,25.27,40.62,7.94,73.95,14.45,10.24,21.55,31.79,7.91,2.15,17.06,10.3,15.15,6,Marquette,1985,2018,big_east,Big East Conference,0,0,0,0
2497,2010,1267,20,9,68.97,76.41,45.97,26.38,35.98,6.1,68.41,17.55,12.34,26.28,38.62,5.79,7.59,18.93,13,15.07,0,Marshall,1985,2018,cusa,Conference USA,0,0,0,0
2498,2010,1268,22,8,73.33,79.27,47.19,29.13,38.77,5.87,72.29,15.13,12.57,25.77,38.33,8,4.63,16.83,11.87,16.33,4,Maryland,1985,2018,acc,Atlantic Coast Conference,1,0,0,1
2499,2010,1269,11,20,35.48,69.94,39.74,24.48,30.04,7.06,66.93,13.9,14.65,25.52,40.16,5.58,3.9,20.52,13.97,11.48,0,Massachusetts,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
2500,2010,1270,7,20,25.93,65.96,42.5,24.44,34.86,5.93,64.04,11.15,13.26,21.07,34.33,6.67,3.52,20.74,14.37,11.48,0,McNeese St,1985,2018,southland,Southland Conference,0,0,0,0
2501,2010,1271,11,21,34.38,60.78,40.13,21.59,30.49,5.03,64.42,12.56,12.44,23.78,36.22,5.41,2.06,18.5,15.16,11.22,0,MD E Shore,1985,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
2502,2010,1272,23,9,71.88,75.34,45.8,25.03,38.23,8.22,69.64,17.06,10.66,21.84,32.5,8.34,5.38,18.91,11.44,13.84,0,Memphis,1985,2018,cusa,Conference USA,0,0,0,0
2503,2010,1273,14,17,45.16,74.74,44.21,24.52,34.65,8.19,70.34,17.52,11.81,24.58,36.39,5.74,2.65,19.32,15.19,12.9,0,Mercer,1985,2018,a_sun,Atlantic Sun Conference,0,0,0,0
2504,2010,1274,19,13,59.38,71.31,46.07,25.25,35.93,7.22,67.03,13.59,11.5,23.94,35.44,6.84,4.5,17.5,14,13.59,0,Miami FL,1986,2018,acc,Atlantic Coast Conference,0,0,0,0
2505,2010,1275,14,18,43.75,62.38,43.49,21.31,34.75,6.41,72.74,13.34,8.69,23.09,31.78,4.97,3.75,18.19,12.84,10.41,0,Miami OH,1985,2018,mac,Mid-American Conference,0,0,0,0
2506,2010,1276,14,17,45.16,63.29,41.07,22.48,29.66,7.03,71.87,11.29,9.94,20.45,30.39,7,2.1,14.71,10.16,13.94,0,Michigan,1985,2018,big_ten,Big Ten Conference,0,0,0,0
2507,2010,1277,24,8,75,72.62,47.33,26.91,33.33,4.78,68.13,14.03,13.53,25.5,39.03,6.72,3.09,17.66,14.03,16.69,5,Michigan St,1985,2018,big_ten,Big Ten Conference,1,0,0,1
2508,2010,1278,21,13,61.76,72.91,47.32,26.26,40.44,7.03,70.17,13.35,10.79,24.38,35.18,7.97,5.53,16.5,12.74,16.74,11,Minnesota,1985,2018,big_ten,Big Ten Conference,0,0,0,0
2509,2010,1279,21,10,67.74,77.94,45.57,28.19,36.48,8.23,66.08,13.32,12.94,25.9,38.84,7.48,5.16,19.13,12.42,13.84,0,Mississippi,1985,2018,sec,Southeastern Conference,0,0,0,0
2510,2010,1280,23,11,67.65,72.56,43.57,25.03,36.05,9.12,68.01,13.38,10.97,28.41,39.38,5.59,7.65,14.24,12.88,12.79,0,Mississippi St,1985,2018,sec,Southeastern Conference,1,0,0,1
2511,2010,1281,22,10,68.75,77.56,44.13,27.38,37.1,7.69,72.78,15.12,12.97,22.41,35.38,10.94,4.66,19.28,13,15.25,10,Missouri,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
2512,2010,1282,10,18,35.71,65.86,41.59,22.43,34.17,5.82,70.6,15.18,10.11,20.57,30.68,5.54,1.71,21.14,12.93,11,0,Missouri KC,1990,2018,summit,Summit League,0,0,0,0
2513,2010,1283,20,12,62.5,70.97,44.4,24.78,36.75,6.94,72.12,14.47,11.38,23.59,34.97,5.66,2.78,18.91,11.47,13.78,0,Missouri St,1985,2018,mvc,Missouri Valley Conference,0,0,0,0
2514,2010,1284,12,19,38.71,63.74,40.38,22,31.11,6.32,68.53,13.42,11,22.48,33.48,7.29,2.23,18.23,14.42,13.06,0,Monmouth NJ,1985,2018,nec,Northeast Conference,0,0,0,0
2515,2010,1285,20,9,68.97,69.45,48.11,24.59,39.79,6.52,72.15,13.76,8.76,23.62,32.38,6.38,3.24,18.28,12.14,11.9,14,Montana,1985,2018,big_sky,Big Sky Conference,0,0,0,0
2516,2010,1286,13,14,48.15,67.44,44.03,23.22,36.43,7.26,68.45,13.74,9.07,22,31.07,5.89,2.81,17.85,11.63,12.26,0,Montana St,1985,2018,big_sky,Big Sky Conference,0,0,0,0
2517,2010,1287,21,10,67.74,70.16,44.19,24.55,37.41,7.1,68.4,13.97,13.9,22.97,36.87,8.61,3.32,19.77,14.81,13.74,0,Morehead St,1985,2018,ovc,Ohio Valley Conference,0,0,0,0
2518,2010,1288,27,9,75,76.75,43.25,26.17,33.78,5.61,70.3,18.81,15.42,24.86,40.28,6.58,4.03,21.11,13.53,12.72,15,Morgan St,1985,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
2519,2010,1290,8,23,25.81,63.06,40.43,21.94,32.33,6.26,63.75,12.94,11.32,22.97,34.29,7.52,2.52,20.9,17.39,11.65,0,MS Valley St,1985,2018,swac,Southwest Athletic Conference,0,0,0,0
2520,2010,1291,16,15,51.61,65.97,42.2,23.03,34.99,5.9,63.73,14,11,23.9,34.9,7.58,4.61,17.52,13.39,11.35,0,Mt St Mary's,1989,2018,nec,Northeast Conference,0,0,0,0
2521,2010,1292,17,13,56.67,67.43,43.83,23.43,36.25,5.67,73.28,14.9,10.13,23.4,33.53,6,2.47,21.27,13.4,10.6,0,MTSU,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
2522,2010,1293,28,4,87.5,76.09,49.65,26.78,37.15,6.28,70.27,16.25,12,24.25,36.25,9.28,5.41,17.47,14.5,15.19,13,Murray St,1985,2018,ovc,Ohio Valley Conference,0,0,0,0
2523,2010,1294,23,7,76.67,73.27,44.49,23.4,38.94,7.8,74.87,18.67,9.7,22.8,32.5,7.3,2.1,20.07,12.9,11.43,0,N Colorado,2005,2018,big_sky,Big Sky Conference,0,0,0,0
2524,2010,1295,9,18,33.33,68.41,41.94,24.56,32.67,4.85,72.9,14.44,10.81,25.59,36.41,5.15,3.11,19.15,12.93,13.7,0,N Dakota St,2006,2018,summit,Summit League,0,0,0,0
2525,2010,1296,10,20,33.33,67.23,40.14,23.27,29.98,5.87,64.59,14.83,14.17,24.17,38.33,6.6,3.5,21.67,15.3,13.3,0,N Illinois,1985,2018,mac,Mid-American Conference,0,0,0,0
2526,2010,1298,13,17,43.33,71.27,40.84,23.63,34.94,8.2,71.28,15.8,10.37,22.73,33.1,6.97,2.77,21.67,14.77,13.13,0,Navy,1985,2018,patriot,Patriot League,0,0,0,0
2527,2010,1299,8,22,26.67,66.7,39.86,23.07,30.14,7.87,63.08,12.7,11.73,24.33,36.07,6.57,4.6,17.47,15.2,12.3,0,NC A&T,1985,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
2528,2010,1300,3,22,12,56.8,38.05,20.88,32.1,4.84,66.93,10.2,11.2,18.68,29.88,7.92,2.92,18.48,16.64,11.28,0,NC Central,2008,2018,ind,Independent,0,0,0,0
2529,2010,1301,19,15,55.88,67.29,43.65,23.97,33.45,5.47,68.11,13.88,11.5,23.44,34.94,6.56,4.41,17.97,13.09,13.68,0,NC State,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
2530,2010,1304,15,18,45.45,66.48,44.01,23.27,39.67,6.58,67.43,13.36,9.7,22.7,32.39,6.76,2.85,18.97,12.61,14.27,0,Nebraska,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
2531,2010,1305,19,12,61.29,79.26,48.12,28.94,36.94,6.71,71.77,14.68,10.87,25.87,36.74,5.13,4.42,17.16,11.55,14.19,0,Nevada,1985,2018,wac,Western Athletic Conference,0,0,0,0
2532,2010,1306,12,17,41.38,59.79,37.09,19.97,29.44,6,64.42,13.86,12.41,23.28,35.69,4.48,2.21,20.17,13.24,10,0,New Hampshire,1985,2018,aec,America East Conference,0,0,0,0
2533,2010,1307,29,4,87.88,76.64,44.07,25.42,37.46,7.97,67.66,17.82,13.21,25.52,38.73,6.76,3.52,17.67,11.21,14.42,3,New Mexico,1985,2018,mwc,Mountain West Conference,0,0,0,0
2534,2010,1308,21,11,65.62,78.5,46.17,27.16,37.45,8.53,70.07,15.66,10.41,25.03,35.44,6,3.28,17.44,12.91,14.5,12,New Mexico St,1985,2018,wac,Western Athletic Conference,0,0,0,0
2535,2010,1309,6,22,21.43,58.54,39.63,19.79,33.55,5.61,68.5,13.36,9.71,22.25,31.96,6.11,1.96,20.36,15.82,10.54,0,New Orleans,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
2536,2010,1310,18,15,54.55,72.18,40.8,24.61,32.11,7.7,67.83,15.27,13,24.15,37.15,8.18,4.48,18.79,12.3,13.33,0,Niagara,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
2537,2010,1311,8,18,30.77,63.54,42.29,21.19,32.52,6.65,70.47,14.5,8.73,18.35,27.08,8.27,0.96,21.54,13.73,12.65,0,Nicholls St,1985,2018,southland,Southland Conference,0,0,0,0
2538,2010,1312,7,21,25,59.43,37.48,20.89,31.05,6.14,64.4,11.5,10.54,22.64,33.18,6.75,3.07,20.29,15.21,11.61,0,NJIT,2007,2018,gwc,Great West Conference,0,0,0,0
2539,2010,1313,11,19,36.67,70.63,45.98,25.93,29.36,4.27,63.6,14.5,11.63,25.67,37.3,8.37,3.2,22.7,18.07,11.4,0,Norfolk St,1998,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
2540,2010,1314,16,16,50,75.19,44.33,27.34,33.55,4.75,65.71,15.75,15.12,26.84,41.97,6.81,5.81,15.03,15.41,15.62,0,North Carolina,1985,2018,acc,Atlantic Coast Conference,0,0,0,0
2541,2010,1315,6,22,21.43,61.86,41.5,19.96,35.2,7.18,67.26,14.75,8.57,23.18,31.75,5.54,2.57,21.21,16.61,11.21,0,North Dakota,2009,2018,gwc,Great West Conference,0,0,0,0
2542,2010,1316,12,18,40,58.8,41.45,20.43,34.33,5.73,63.21,12.2,9.67,21.43,31.1,6,3.1,20.2,15.5,11.87,0,North Florida,2006,2018,a_sun,Atlantic Sun Conference,0,0,0,0
2543,2010,1317,22,8,73.33,73.47,45.91,24.13,33.05,5.27,71.79,19.93,10.53,25.9,36.43,4.43,3,18.1,14.77,11.97,15,North Texas,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
2544,2010,1318,20,12,62.5,64.59,45.04,23.12,34.55,5.34,71.97,13,9.47,21.19,30.66,7.12,3.59,15.62,11.88,11.97,0,Northeastern,1985,2018,caa,Colonial Athletic Association,0,0,0,0
2545,2010,1319,12,14,46.15,66.88,45.91,23.77,35.12,5.54,67.48,13.81,8.5,23.92,32.42,6.27,3.31,19.69,15.38,14.88,0,Northern Arizona,1985,2018,big_sky,Big Sky Conference,0,0,0,0
2546,2010,1320,28,4,87.5,63.31,43.08,21.5,35.28,6.59,75.43,13.72,9.53,22.94,32.47,5.5,2,15.97,10.53,10.66,9,Northern Iowa,1985,2018,mvc,Missouri Valley Conference,0,0,0,0
2547,2010,1321,20,13,60.61,69.3,43.49,23.18,35.9,9.33,71.38,13.61,10.18,21.79,31.97,6.55,3.97,18.97,10.97,16.7,0,Northwestern,1985,2018,big_ten,Big Ten Conference,0,0,0,0
2548,2010,1322,7,18,28,74.4,42.74,25.2,34.09,6,61.64,18,13.08,24.16,37.24,7.48,4.72,24,16.4,11.96,0,Northwestern LA,1985,2018,southland,Southland Conference,0,0,0,0
2549,2010,1323,23,11,67.65,76.03,47.36,26.38,39.41,7.5,72.33,15.76,11.35,24.29,35.65,5.53,3,15.18,10.35,16.85,6,Notre Dame,1985,2018,big_east,Big East Conference,0,0,0,0
2550,2010,1324,24,8,75,75.22,44.47,26.16,32.01,5.81,71.5,17.09,13.59,24.44,38.03,6.41,4.94,17.94,13.72,12.88,14,Oakland,2000,2018,summit,Summit League,0,0,0,0
2551,2010,1325,20,14,58.82,73.44,42.59,24.5,35.76,7.24,73.31,17.21,11.38,25.35,36.74,7.53,2.62,18.85,12.71,14.09,14,Ohio,1985,2018,mac,Mid-American Conference,0,0,0,0
2552,2010,1326,27,7,79.41,74.24,49.62,26.82,38.79,7.32,68.75,13.26,9.09,24.38,33.47,7.15,4.09,15.29,11.32,14.71,2,Ohio St,1985,2018,big_ten,Big Ten Conference,1,1,0,2
2553,2010,1328,13,18,41.94,72.1,42.99,24.71,34.95,8.13,74.42,14.55,10.45,23.94,34.39,5.81,2.71,16.29,12.32,12.61,0,Oklahoma,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
2554,2010,1329,22,10,68.75,74.31,44.96,25.53,35.17,8.38,71.47,14.88,10.12,25.88,36,6.44,2.59,20.12,12.72,12.53,7,Oklahoma St,1985,2018,big_twelve,Big 12 Conference,0,0,0,0
2555,2010,1330,26,8,76.47,67.53,44.85,25.85,31.59,4.62,64.47,11.21,15.21,23.97,39.18,7.82,2.94,15.68,12.79,15.5,11,Old Dominion,1985,2018,caa,Colonial Athletic Association,0,0,0,0
2556,2010,1331,19,13,59.38,69.59,44.05,24.75,31.39,4.53,68.22,15.56,12.16,25.88,38.03,6.16,4.53,18.19,13.44,11.69,0,Oral Roberts,1985,2018,summit,Summit League,0,0,0,0
2557,2010,1332,16,16,50,69.91,42.96,25.09,33.94,5.78,71.47,13.94,12.34,21.84,34.19,6.88,2.94,18.94,12.75,11.09,0,Oregon,1985,2018,pac_ten,Pacific-10 Conference,0,0,0,0
2558,2010,1333,14,17,45.16,59.71,43.07,20.84,29.2,4.26,67.14,13.77,10,21.68,31.68,8.13,1.97,16.58,14.87,11.29,0,Oregon St,1985,2018,pac_ten,Pacific-10 Conference,0,0,0,0
2559,2010,1334,20,11,64.52,65.13,43.87,23.32,34.24,6.48,65.84,12,10.87,23.48,34.35,5.55,2.52,17.06,11.16,12.87,0,Pacific,1985,2018,big_west,Big West Conference,0,0,0,0
2560,2010,1335,6,22,21.43,62.54,41.39,21.29,31.72,6.54,74.9,13.43,9.39,21.07,30.46,5.25,1.93,19.11,15,13.43,0,Penn,1985,2018,ivy,Ivy League,0,0,0,0
2561,2010,1336,11,20,35.48,64.94,43.57,22.94,34.27,6.71,70.66,12.35,9.68,24.35,34.03,4.61,1.74,16.23,11.61,13.23,0,Penn St,1985,2018,big_ten,Big Ten Conference,0,0,0,0
2562,2010,1337,6,23,20.69,65.76,38.9,22.24,33.83,6.31,70.45,14.97,12.76,23.31,36.07,4.97,2.41,19.45,13.59,10.93,0,Pepperdine,1985,2018,wcc,West Coast Conference,0,0,0,0
2563,2010,1338,24,8,75,68.09,44.59,23.56,34.48,5.31,69.49,15.66,12.31,24.91,37.22,5.09,4.19,17.19,12.41,15.81,3,Pittsburgh,1985,2018,big_east,Big East Conference,0,0,0,0
2564,2010,1339,19,10,65.52,71.03,46.21,24.41,40.8,7.72,72.92,14.48,10.62,22.34,32.97,6.31,1.62,15.83,13.28,14.34,0,Portland,1985,2018,wcc,West Coast Conference,0,0,0,0
2565,2010,1340,11,19,36.67,77.13,47.61,27.57,37.85,8.1,70.92,13.9,10.93,20.1,31.03,5.93,3.77,18.37,12.97,12.9,0,Portland St,1999,2018,big_sky,Big Sky Conference,0,0,0,0
2566,2010,1341,12,14,46.15,60.81,37.52,21.04,27.81,5.62,61.33,13.12,11.92,25.15,37.08,7.54,3.88,17.92,14.27,12.08,0,Prairie View,1985,2018,swac,Southwest Athletic Conference,0,0,0,0
2567,2010,1342,4,26,13.33,60.17,42.24,22.23,33.2,5.7,69.77,10,7.67,21.9,29.57,5.47,2.13,16.23,15.37,11.17,0,Presbyterian,2008,2018,big_south,Big South Conference,0,0,0,0
2568,2010,1343,19,8,70.37,58.7,43.3,20.48,35.71,6.48,72.38,11.26,8.81,21.41,30.22,7.33,3.07,16.85,13.33,11.33,0,Princeton,1985,2018,ivy,Ivy League,0,0,0,0
2569,2010,1344,12,19,38.71,82.39,43.39,29.45,33.02,8.03,67.09,15.45,17.26,23.16,40.42,8,4.39,19.84,12.71,14.29,0,Providence,1985,2018,big_east,Big East Conference,0,0,0,0
2570,2010,1345,27,5,84.38,71.09,44.58,24.81,31.91,5.38,72.64,16.09,10.41,22.91,33.31,6.91,4.47,18.69,10.88,14.03,4,Purdue,1985,2018,big_ten,Big Ten Conference,1,0,0,1
2571,2010,1346,23,9,71.88,73.56,44.98,26.19,34.22,4.03,72.05,17.16,14.69,26.03,40.72,7.09,2.09,19.06,13.81,13.44,0,Quinnipiac,1999,2018,nec,Northeast Conference,0,0,0,0
2572,2010,1347,17,12,58.62,69.79,43.74,25.79,30,4.34,58.43,13.86,13.79,28.93,42.72,5.69,3.66,16.1,15.14,15.93,0,Radford,1985,2018,big_south,Big South Conference,0,0,0,0
2573,2010,1348,23,9,71.88,75.94,44.86,27.81,33.28,6.47,69.87,13.84,13.47,21.44,34.91,8.06,4.97,16.41,11.09,15.09,0,Rhode Island,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
2574,2010,1349,7,23,23.33,63.67,40.39,22.7,30.65,5.2,65.22,13.07,12.33,23.03,35.37,7.47,2.63,19.97,14.3,11.8,0,Rice,1985,2018,cusa,Conference USA,0,0,0,0
2575,2010,1350,26,8,76.47,69.29,44.6,24.79,35.14,7.06,69.69,12.65,9,24,33,8.32,4.59,17.97,11.26,12.71,7,Richmond,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
2576,2010,1351,17,16,51.52,69.55,42.37,24.58,33.75,6.61,68.84,13.79,10.45,24.39,34.85,6.82,3.06,17.64,12.88,12.45,0,Rider,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
2577,2010,1352,23,11,67.65,68.5,43.74,23.32,36.5,5.65,66.15,16.21,11.79,23.26,35.06,7.56,2.29,21.35,14.68,12.5,15,Robert Morris,1985,2018,nec,Northeast Conference,0,0,0,0
2578,2010,1353,14,17,45.16,67.42,42.38,24.03,32.95,6.45,66.23,12.9,12.06,23.71,35.77,5.68,7.1,16.35,14.52,13.58,0,Rutgers,1985,2018,big_east,Big East Conference,0,0,0,0
2579,2010,1354,15,14,51.72,69.14,44.46,24.48,29.79,4.83,74.04,15.34,11.31,23,34.31,6.76,2.55,19.03,15.34,12.72,0,S Carolina St,1985,2018,meac,Mid-Eastern Athletic Conference,0,0,0,0
2580,2010,1355,12,16,42.86,72.96,41.83,23.79,36.26,6.93,74.18,18.46,11.93,23.14,35.07,5.5,2.32,18.68,12.11,11.46,0,S Dakota St,2006,2018,summit,Summit League,0,0,0,0
2581,2010,1356,14,15,48.28,69.66,45.55,24.55,35.48,6.66,69.01,13.9,9.97,22.69,32.66,6.34,2.72,20.9,13.38,13.48,0,S Illinois,1985,2018,mvc,Missouri Valley Conference,0,0,0,0
2582,2010,1357,14,15,48.28,71.97,44.18,26.55,39.69,8.69,61.84,10.17,13.41,23.72,37.14,6.93,3.48,18.97,15.93,14.69,0,Sacred Heart,2000,2018,nec,Northeast Conference,0,0,0,0
2583,2010,1358,21,7,75,79.89,46.67,27.29,38.5,8.96,70.9,16.36,12.04,24.39,36.43,7.54,2.25,20.57,13.43,19.64,14,Sam Houston St,1987,2018,southland,Southland Conference,0,0,0,0
2584,2010,1359,8,20,28.57,57.43,45.11,19.75,37.16,8.32,66.09,9.61,5.93,21.14,27.07,4.96,1.68,14.39,12.54,12.79,0,Samford,1985,2018,southern,Southern Conference,0,0,0,0
2585,2010,1360,10,21,32.26,61.68,40.77,20.94,35.03,6.68,70.91,13.13,9.39,21.13,30.52,6.45,2.77,18.19,13.39,11.19,0,San Diego,1985,2018,wcc,West Coast Conference,0,0,0,0
2586,2010,1361,23,8,74.19,69.81,47.07,25.42,32.3,5.35,61.43,13.61,13.13,23.71,36.84,7.39,4.65,16.68,13.55,13.23,11,San Diego St,1985,2018,mwc,Mountain West Conference,0,0,0,0
2587,2010,1362,10,18,35.71,67.68,43.43,22.89,34.54,5.46,68.55,16.43,10.39,24.54,34.93,5.11,1.79,18.21,14.71,11.39,0,San Francisco,1986,2018,wcc,West Coast Conference,0,0,0,0
2588,2010,1363,13,17,43.33,73.33,45.52,25.57,39.96,6.57,72.71,15.63,11.27,23,34.27,4.63,2.5,16.7,12.37,13.23,0,San Jose St,1985,2018,wac,Western Athletic Conference,0,0,0,0
2589,2010,1364,19,9,67.86,67.57,44.45,22.32,37.8,6.86,68.18,16.07,8.89,23.86,32.75,6.57,3.14,18.86,15.5,13.64,15,Santa Barbara,1985,2018,big_west,Big West Conference,0,0,0,0
2590,2010,1365,9,21,30,63.37,41.17,21.77,30.39,4.7,68.48,15.13,11.5,21.73,33.23,7.13,3.53,19.93,15.3,9.7,0,Santa Clara,1985,2018,wcc,West Coast Conference,0,0,0,0
2591,2010,1366,7,15,31.82,55.45,41.49,20.73,29.52,4.23,64.37,9.77,10.64,20.36,31,6.68,2.36,18.82,15.91,10.91,0,Savannah St,2003,2018,ind,Independent,0,0,0,0
2592,2010,1367,6,23,20.69,60.03,40.55,21.24,33.47,5.45,65.12,12.1,11.38,23.48,34.86,6.97,4.86,18.21,16.59,12.59,0,SC Upstate,2008,2018,a_sun,Atlantic Sun Conference,0,0,0,0
2593,2010,1368,15,12,55.56,71.04,47.32,24.85,38.94,6.52,69.57,14.81,8.93,23.93,32.85,6.74,5.67,20.7,14.81,13.3,0,SE Louisiana,1985,2018,southland,Southland Conference,0,0,0,0
2594,2010,1369,6,23,20.69,62.45,40.08,21.31,33.9,5.48,65.2,14.34,10.86,22.79,33.66,5.66,2.45,21.93,15.59,10.55,0,SE Missouri St,1992,2018,ovc,Ohio Valley Conference,0,0,0,0
2595,2010,1370,17,14,54.84,80.29,44.34,28.42,33.33,5.29,64.56,18.16,15,25.13,40.13,9.29,1.9,23.45,17.71,12.13,0,Seattle,2009,2018,ind,Independent,0,0,0,0
2596,2010,1371,19,12,61.29,80.45,44.87,29.35,33.94,6.58,68.12,15.16,14.06,24.65,38.71,7.48,5.32,18.81,10.81,15.32,0,Seton Hall,1985,2018,big_east,Big East Conference,0,0,0,0
2597,2010,1372,20,9,68.97,64.45,44.85,23.55,35.82,4.31,70.52,13.03,11.66,21,32.66,6.52,1.83,18.03,12.28,13.1,0,SF Austin,1987,2018,southland,Southland Conference,0,0,0,0
2598,2010,1373,27,6,81.82,75.45,45.85,27.48,32.3,4.76,66.97,15.73,12.94,25.39,38.33,8.82,3.58,13.79,12.24,14.45,13,Siena,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
2599,2010,1374,12,17,41.38,65.76,45.61,22.59,35.4,5.9,70.65,14.69,9.93,22.79,32.72,5.55,2.38,17.1,13.66,10.48,0,SMU,1985,2018,cusa,Conference USA,0,0,0,0
2600,2010,1375,15,15,50,65.73,41.11,22.97,33.93,5.03,70.88,14.77,12.6,23.67,36.27,5.63,3.57,18.77,14.37,11.63,0,South Alabama,1985,2018,sun_belt,Sun Belt Conference,0,0,0,0
2601,2010,1376,15,16,48.39,71.84,41.82,26.45,32,6.97,64.97,11.97,13.26,21.52,34.77,8.68,6.06,17.71,12.32,9.87,0,South Carolina,1985,2018,sec,Southeastern Conference,0,0,0,0
2602,2010,1377,18,9,66.67,75.96,46.18,26.19,35.5,7.07,65.78,16.52,9.07,28,37.07,6.3,5.04,14.48,15.15,15.81,0,South Dakota,2009,2018,gwc,Great West Conference,0,0,0,0
2603,2010,1378,20,12,62.5,67.78,44.15,23.69,28.42,4.09,68.24,16.31,11.91,23.84,35.75,6.19,3.59,17.19,12.66,12.03,0,South Florida,1985,2018,big_east,Big East Conference,0,0,0,0
2604,2010,1379,16,13,55.17,62.72,40.67,21.34,32.68,4.59,72.03,15.45,12.62,23.9,36.52,5,3.07,18.66,12.03,9.21,0,Southern Miss,1985,2018,cusa,Conference USA,0,0,0,0
2605,2010,1380,5,24,17.24,59.24,38.48,21.24,27.16,4.66,59.8,12.1,10.69,23.28,33.97,5.72,3.83,16.62,16.28,11.9,0,Southern Univ,1985,2018,swac,Southwest Athletic Conference,0,0,0,0
2606,2010,1381,5,22,18.52,61.89,42.69,21.74,34.23,4.26,71.8,14.15,9.89,24.07,33.96,5.63,3.67,20.44,18.37,10.78,0,Southern Utah,1989,2018,summit,Summit League,0,0,0,0
2607,2010,1382,14,16,46.67,69.9,46.08,25.7,34.14,5.2,65.95,13.3,11.33,24.43,35.77,5.67,3.87,19.43,14.57,14.57,0,St Bonaventure,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
2608,2010,1383,11,18,37.93,60.45,40,21.03,31.2,6.55,61.47,11.83,11.17,21.38,32.55,8,3,18.79,15.48,11.86,0,St Francis NY,1985,2018,nec,Northeast Conference,0,0,0,0
2609,2010,1384,11,19,36.67,62.5,41.56,21.1,36.84,6.77,73.15,13.53,9.97,20.77,30.73,5.8,2.53,20.1,15.87,12.87,0,St Francis PA,1985,2018,nec,Northeast Conference,0,0,0,0
2610,2010,1385,17,15,53.12,67.19,42.47,24.75,32.97,5.59,65.04,12.09,13,24,37,6.72,3.72,18.44,12.53,12.84,0,St John's,1985,2018,big_east,Big East Conference,0,0,0,0
2611,2010,1386,11,20,35.48,69.06,41.18,23.58,29.98,6.16,71.03,15.74,9.65,22.65,32.29,7.29,3.48,17.84,13.13,13.1,0,St Joseph's PA,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
2612,2010,1387,19,11,63.33,63.2,43.8,22.6,33.51,6.37,62.1,11.63,8.87,23.87,32.73,5.67,4.97,17.1,13.33,12.6,0,St Louis,1985,2018,a_ten,Atlantic 10 Conference,0,0,0,0
2613,2010,1388,25,5,83.33,78.8,48.33,28.03,41.13,8.5,76.52,14.23,10.83,25.83,36.67,5.17,5.27,16.83,11.47,16.4,10,St Mary's CA,1985,2018,wcc,West Coast Conference,0,0,0,0
2614,2010,1389,16,14,53.33,62.1,39.82,22.03,31.73,5.07,66.38,12.97,14.27,24.7,38.97,7.57,4.4,19.7,16.3,10.37,0,St Peter's,1985,2018,maac,Metro Atlantic Athletic Conference,0,0,0,0
2615,2010,1390,14,18,43.75,69.12,43.37,24.34,35.35,6.56,66.37,13.88,10.53,23.25,33.78,5.38,1.69,17.53,12.12,13.09,0,Stanford,1985,2018,pac_ten,Pacific-10 Conference,0,0,0,0
2616,2010,1391,5,22,18.52,58.85,38.35,20.96,30.56,6.93,61.22,10,9.93,20.15,30.07,6.41,2.44,19.44,14.56,10.81,0,Stetson,1985,2018,a_sun,Atlantic Sun Conference,0,0,0,0
